	best_action	h	init_light	prob_change	t	v	x
0	0.0	0.5717142857142857	1	0.06479383778885364	2.93	7.0	40.0
1	0.0	0.5	1	0.056509945750452074	2.88	8.0	40.0
2	0.0	0.44422222222222224	1	0.05006765899864682	2.83	9.0	40.0
3	0.0	0.4	1	0.04502476361999099	2.79	10.0	40.0
4	0.0	0.3638181818181818	1	0.04089887640449438	2.75	11.0	40.0
5	0.0	0.33266666666666667	1	0.037236428891879766	2.71	12.0	40.0
6	0.0	0.3078461538461539	1	0.03449820788530466	2.68	13.0	40.0
7	0.0	0.28485714285714286	1	0.03176733780760626	2.6500000000000004	14.0	40.0
8	0.0	0.2673333333333333	1	0.029937444146559432	2.62	15.0	40.0
9	0.0	0.249	1	0.027666220437304774	2.59	16.0	40.0
10	0.0	0.2356470588235294	1	0.02630405706642889	2.5700000000000003	17.0	40.0
11	0.0	0.4442222222222223	1	0.04991007194244605	2.7600000000000002	9.0	40.0
12	0.0	0.4	1	0.04488330341113106	2.72	10.0	40.0
13	0.0	0.3638181818181818	1	0.04077060931899642	2.68	11.0	40.0
14	0.0	0.33266666666666667	1	0.03713646532438478	2.6500000000000004	12.0	40.0
15	0.0	0.3078461538461539	1	0.03440571939231457	2.62	13.0	40.0
16	0.0	0.28485714285714286	1	0.03168228469433289	2.59	14.0	40.0
17	0.0	0.2673333333333333	1	0.029857397504456328	2.56	15.0	40.0
18	0.0	0.249	1	0.027604630454140692	2.54	16.0	40.0
19	0.0	0.23564705882352943	1	0.026245551601423486	2.52	17.0	40.0
20	0.0	0.22311111111111115	1	0.02488888888888889	2.5	18.0	40.0
21	0.0	0.4	1	0.044762757385854966	2.66	10.0	40.0
22	0.0	0.3638181818181818	1	0.04067948144836835	2.63	11.0	40.0
23	0.0	0.33266666666666667	1	0.03705357142857143	2.6	12.0	40.0
24	0.0	0.3078461538461539	1	0.034329023629068214	2.5700000000000003	13.0	40.0
25	0.0	0.28485714285714286	1	0.03161175422974176	2.54	14.0	40.0
26	0.0	0.2673333333333333	1	0.029804270462633453	2.52	15.0	40.0
27	0.0	0.249	1	0.027555555555555555	2.5	16.0	40.0
28	0.0	0.23564705882352943	1	0.026198934280639432	2.48	17.0	40.0
29	0.0	0.22311111111111115	1	0.02483370288248337	2.45	18.0	40.0
30	0.0	0.33266666666666667	1	0.03697104677060133	2.55	12.0	40.0
31	0.0	0.3078461538461539	1	0.03425266903914591	2.52	13.0	40.0
32	0.0	0.28485714285714286	1	0.03155555555555555	2.5	14.0	40.0
