	v0	t0	det	sto	dum
0	10.0	0.0	1.2000000000000008	1.2000000000000008	14.156000000000306
1	10.0	2.0	1.2000000000000008	1.2000000000000008	14.156000000000306
2	10.0	4.0	1.2000000000000008	1.2000000000000008	14.156000000000306
3	10.0	6.0	1.2000000000000008	1.2000000000000008	14.156000000000306
4	10.0	8.0	1.2000000000000008	1.2000000000000008	14.156000000000306
5	10.0	10.0	1.2000000000000008	1.2000000000000008	14.156000000000306
6	10.0	12.0	1.2000000000000008	1.2000000000000008	14.156000000000306
7	10.0	14.0	1.2000000000000008	1.2000000000000008	14.156000000000306
8	10.0	16.0	1.2000000000000008	1.2000000000000008	14.156000000000306
9	10.0	18.0	1.2000000000000008	1.2000000000000008	14.156000000000306
10	10.0	20.0	1.2000000000000008	1.2000000000000008	14.156000000000306
11	10.0	22.0	1.2000000000000008	1.2000000000000008	83.10287999999984
12	10.0	24.0	1.2000000000000008	1.2000000000000008	115.60199999999924
13	10.0	26.0	4.502376596295522	7.224792980724583	115.53399999999901
14	10.0	28.0	5.7348518236160935	6.209811857895519	115.56999999999893
15	10.0	30.0	5.443119937900659	24.897187499999976	66.7269999999998
16	10.0	32.0	4.957811821604504	24.69718749999991	66.52699999999983
17	10.0	34.0	4.7024006293268075	24.497187499999843	66.32699999999986
18	10.0	36.0	4.139030695126918	24.297187499999787	66.12699999999987
19	10.0	38.0	4.031198384043361	3.9320180614505915	65.9269999999999
20	10.0	40.0	2.6434443764597915	3.5578963113837383	65.72699999999992
21	10.0	42.0	3.377855632417716	3.974413554656934	65.52699999999994
22	10.0	44.0	2.8434443217968286	3.696470829681173	65.32699999999997
23	10.0	46.0	0.7972088237197065	3.972117925026453	65.12699999999998
24	10.0	48.0	1.6040060854627818	3.50213625646728	43.65599999999987
25	10.0	50.0	1.0507231999231987	3.0851616268501374	39.76799999999987
26	10.0	52.0	1.2000000000000008	1.5949298849105993	33.556000000000104
27	10.0	54.0	1.2000000000000008	1.446000000000001	25.017999999999432
28	10.0	56.0	1.2000000000000008	1.2000000000000008	14.156000000000306
