	v0	t0	det	sto	dum
0	20.0	0.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
1	20.0	2.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
2	20.0	4.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
3	20.0	6.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
4	20.0	8.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
5	20.0	10.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
6	20.0	12.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
7	20.0	14.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
8	20.0	16.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
9	20.0	18.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
10	20.0	20.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
11	20.0	22.0	0.6000000000000004	0.6000000000000004	37.44072000000018
12	20.0	24.0	0.6000000000000004	0.6000000000000004	78.67247999999888
13	20.0	26.0	0.6000000000000004	1.1700570052590518	25.70399999999969
14	20.0	28.0	23.53820106555294	23.538007499999765	25.713999999999686
15	20.0	30.0	23.338201065552962	23.441424299999774	66.29499999999976
16	20.0	32.0	23.138201065552984	23.241424299999796	66.09499999999977
17	20.0	34.0	22.938201065553006	23.041424299999818	65.89499999999981
18	20.0	36.0	22.738201065553028	22.84142429999984	65.69499999999982
19	20.0	38.0	22.53820106555305	22.641424299999862	65.49499999999986
20	20.0	40.0	22.338201065553072	22.441424299999884	65.29499999999987
21	20.0	42.0	22.138201065553083	22.241424299999903	65.09499999999989
22	20.0	44.0	21.93820106555311	22.041424299999925	64.89499999999991
23	20.0	46.0	21.73820106555313	21.84142429999995	64.69499999999994
24	20.0	48.0	21.538201065553153	21.641424299999972	64.49499999999995
25	20.0	50.0	21.338201065553175	21.441424299999994	64.29499999999999
26	20.0	52.0	1.0500000000000007	1.434000000000001	39.266000000000254
27	20.0	54.0	0.6000000000000004	0.9160000000000007	0.8660000000000518
28	20.0	56.0	0.6000000000000004	0.6000000000000004	0.8940000000000007
