	cost	init_light	plan	v	vel	x
236	5.9	3	[0.0, 0.0, 0.14999999999999999, 0.0]	1.0	[1.0, 1.0, 1.0, 2.0, 2.0]	20.0
237	24.133333333333336	3	[0.14999999999999999, -0.20000000000000001, 0.050000000000000003]	1.0	[1.0, 2.0, 0.0, 1.0]	30.0
238	9999999.0	3	[]	1.0	[]	40.0
239	9999999.0	3	[]	1.0	[]	50.0
240	5.466666666666667	3	[-0.14999999999999999, 0.14999999999999999, -0.14999999999999999, 0.14999999999999999, 0.0]	2.0	[2.0, 1.0, 2.0, 1.0, 2.0, 2.0]	10.0
241	6.233333333333334	3	[-0.14999999999999999, 0.0, 0.0, 0.14999999999999999]	2.0	[2.0, 1.0, 1.0, 1.0, 2.0]	20.0
242	24.400000000000002	3	[0.0, -0.20000000000000001, 0.050000000000000003]	2.0	[2.0, 2.0, 0.0, 1.0]	30.0
243	9999999.0	3	[]	2.0	[]	40.0
244	9999999.0	3	[]	2.0	[]	50.0
245	5.9	3	[-0.40000000000000002, 0.0, 0.14999999999999999, 0.0, 0.0]	3.0	[3.0, 1.0, 1.0, 2.0, 2.0, 2.0]	10.0
246	24.233333333333334	3	[0.0, 0.0, -0.44999999999999996, 0.050000000000000003]	3.0	[3.0, 3.0, 3.0, 0.0, 1.0]	20.0
247	23.900000000000002	3	[0.0, -0.44999999999999996, 0.050000000000000003]	3.0	[3.0, 3.0, 0.0, 1.0]	30.0
248	9999999.0	3	[]	3.0	[]	40.0
249	9999999.0	3	[]	3.0	[]	50.0
250	5.900000000000001	3	[-0.59999999999999998, -0.14999999999999999, 0.0, 0.14999999999999999, 0.0]	4.0	[4.0, 2.0, 1.0, 1.0, 2.0, 2.0]	10.0
251	23.900000000000002	3	[0.0, 0.0, -0.80000000000000004, 0.050000000000000003]	4.0	[4.0, 4.0, 4.0, 0.0, 1.0]	20.0
252	23.650000000000002	3	[0.0, -0.80000000000000004, 0.050000000000000003]	4.0	[4.0, 4.0, 0.0, 1.0]	30.0
253	9999999.0	3	[]	4.0	[]	40.0
254	9999999.0	3	[]	4.0	[]	50.0
255	5.800000000000001	3	[-1.2, 0.14999999999999999, -0.14999999999999999, 0.0, 0.14999999999999999]	5.0	[5.0, 1.0, 2.0, 1.0, 1.0, 2.0]	10.0
256	23.700000000000003	3	[0.0, 0.0, -1.25, 0.050000000000000003]	5.0	[5.0, 5.0, 5.0, 0.0, 1.0]	20.0
257	23.5	3	[0.0, -1.25, 0.050000000000000003]	5.0	[5.0, 5.0, 0.0, 1.0]	30.0
258	9999999.0	3	[]	5.0	[]	40.0
259	9999999.0	3	[]	5.0	[]	50.0
260	5.704761904761905	3	[-1.75, 0.14999999999999999, -0.14999999999999999, 0.0, 0.14999999999999999]	6.0	[6.0, 1.0, 2.0, 1.0, 1.0, 2.0]	10.0
261	23.566666666666666	3	[0.0, 0.0, -1.7999999999999998, 0.050000000000000003]	6.0	[6.0, 6.0, 6.0, 0.0, 1.0]	20.0
262	23.400000000000002	3	[0.0, -1.7999999999999998, 0.050000000000000003]	6.0	[6.0, 6.0, 0.0, 1.0]	30.0
263	9999999.0	3	[]	6.0	[]	40.0
264	9999999.0	3	[]	6.0	[]	50.0
265	6.300000000000001	3	[-2.0, -0.40000000000000002, 0.0, 0.0, 0.14999999999999999]	7.0	[7.0, 3.0, 1.0, 1.0, 1.0, 2.0]	10.0
266	23.47142857142857	3	[0.0, 0.0, -2.4499999999999997, 0.050000000000000003]	7.0	[7.0, 7.0, 7.0, 8.4293697021788069e-08, 1.0000000000000036]	20.0
267	23.32857142857143	3	[0.0, -2.4499999999999997, 0.050000000000000003]	7.0	[7.0, 7.0, 8.4293697021788069e-08, 1.0000000000000036]	30.0
268	9999999.0	3	[]	7.0	[]	40.0
269	9999999.0	3	[]	7.0	[]	50.0
270	6.263636363636364	3	[-2.75, -0.40000000000000002, 0.0, 0.0, 0.14999999999999999]	8.0	[8.0, 3.0, 1.0, 1.0, 1.0, 2.0]	10.0
271	23.400000000000002	3	[0.0, 0.0, -3.2000000000000002, 0.050000000000000003]	8.0	[8.0, 8.0, 8.0, 0.0, 1.0]	20.0
272	23.275000000000002	3	[0.0, -3.2000000000000002, 0.050000000000000003]	8.0	[8.0, 8.0, 0.0, 1.0]	30.0
273	9999999.0	3	[]	8.0	[]	40.0
274	9999999.0	3	[]	8.0	[]	50.0
275	6.233333333333333	3	[-3.5999999999999996, -0.40000000000000002, 0.0, 0.0, 0.14999999999999999]	9.0	[9.0, 3.0, 1.0, 1.0, 1.0, 2.0]	10.0
276	23.344444444444445	3	[0.0, 0.0, -4.0499999999999998, 0.050000000000000003]	9.0	[9.0, 9.0, 9.0, 0.0, 1.0]	20.0
277	23.233333333333334	3	[0.0, -4.0499999999999998, 0.050000000000000003]	9.0	[9.0, 9.0, 0.0, 1.0]	30.0
278	9999999.0	3	[]	9.0	[]	40.0
279	9999999.0	3	[]	9.0	[]	50.0
280	6.207692307692308	3	[-4.5499999999999998, -0.40000000000000002, 0.0, 0.0, 0.14999999999999999]	10.0	[10.0, 3.0, 1.0, 1.0, 1.0, 2.0]	10.0
281	23.3	3	[0.0, 0.0, -5.0, 0.050000000000000003]	10.0	[10.0, 10.0, 10.0, 0.0, 1.0]	20.0
282	23.200000000000003	3	[0.0, -5.0, 0.050000000000000003]	10.0	[10.0, 10.0, 0.0, 1.0]	30.0
283	9999999.0	3	[]	10.0	[]	40.0
284	9999999.0	3	[]	10.0	[]	50.0
285	23.37705627705628	3	[0.0, 0.0, -1.05, -5.0, 0.050000000000000003]	11.0	[11.0, 11.0, 11.0, 10.0, 0.0, 1.0]	10.0
286	23.286147186147186	3	[0.0, -1.05, -5.0, 0.050000000000000003]	11.0	[11.0, 11.0, 10.0, 0.0, 1.0]	20.0
287	23.195238095238096	3	[-1.05, -5.0, 0.050000000000000003]	11.0	[11.0, 10.0, 0.0, 1.0]	30.0
288	9999999.0	3	[]	11.0	[]	40.0
289	9999999.0	3	[]	11.0	[]	50.0
290	23.357575757575756	3	[0.0, 0.0, -2.2000000000000002, -5.0, 0.050000000000000003]	12.0	[12.0, 12.0, 12.0, 10.0, 0.0, 1.0]	10.0
291	23.274242424242427	3	[0.0, -2.2000000000000002, -5.0, 0.050000000000000003]	12.0	[12.0, 12.0, 10.0, 0.0, 1.0]	20.0
292	23.19090909090909	3	[-2.2000000000000002, -5.0, 0.050000000000000003]	12.0	[12.0, 10.0, 0.0, 1.0]	30.0
293	9999999.0	3	[]	12.0	[]	40.0
294	9999999.0	3	[]	12.0	[]	50.0
295	23.340802675585284	3	[0.0, 0.0, -3.4500000000000002, -5.0, 0.050000000000000003]	13.0	[13.0, 13.0, 13.0, 10.0, 0.0, 1.0]	10.0
296	23.263879598662207	3	[0.0, -3.4500000000000002, -5.0, 0.050000000000000003]	13.0	[13.0, 13.0, 10.0, 0.0, 1.0]	20.0
297	23.18695652173913	3	[-3.4500000000000002, -5.0, 0.050000000000000003]	13.0	[13.0, 10.0, 0.0, 1.0]	30.0
298	9999999.0	3	[]	13.0	[]	40.0
299	9999999.0	3	[]	13.0	[]	50.0
300	23.326190476190476	3	[0.0, 0.0, -4.7999999999999998, -5.0, 0.050000000000000003]	14.0	[14.0, 14.0, 14.0, 10.0, 0.0, 1.0]	10.0
301	23.254761904761903	3	[0.0, -4.7999999999999998, -5.0, 0.050000000000000003]	14.0	[14.0, 14.0, 10.0, 0.0, 1.0]	20.0
302	23.183333333333334	3	[-4.7999999999999998, -5.0, 0.050000000000000003]	14.0	[14.0, 10.0, 0.0, 1.0]	30.0
303	9999999.0	3	[]	14.0	[]	40.0
304	9999999.0	3	[]	14.0	[]	50.0
305	23.318965517241377	3	[0.0, -1.45, -4.7999999999999998, -5.0, 0.050000000000000003]	15.0	[15.0, 15.0, 14.0, 10.0, 0.0, 1.0]	10.0
306	23.252298850574714	3	[-1.45, -4.7999999999999998, -5.0, 0.050000000000000003]	15.0	[15.0, 14.0, 10.0, 0.0, 1.0]	20.0
307	9999999.0	3	[]	15.0	[]	30.0
308	9999999.0	3	[]	15.0	[]	40.0
309	9999999.0	3	[]	15.0	[]	50.0
310	23.3125	3	[0.0, -3.0, -4.7999999999999998, -5.0, 0.050000000000000003]	16.0	[16.0, 16.0, 14.0, 10.0, 0.0, 1.0]	10.0
311	23.25	3	[-3.0, -4.7999999999999998, -5.0, 0.050000000000000003]	16.0	[16.0, 14.0, 10.0, 0.0, 1.0]	20.0
312	9999999.0	3	[]	16.0	[]	30.0
313	9999999.0	3	[]	16.0	[]	40.0
314	9999999.0	3	[]	16.0	[]	50.0
315	23.306672991777358	3	[0.0, -4.6500000000000004, -4.7999999999999998, -5.0, 0.050000000000000003]	17.0	[17.0, 17.0, 14.0, 10.0, 0.0, 1.0]	10.0
316	23.247849462365593	3	[-4.6500000000000004, -4.7999999999999998, -5.0, 0.050000000000000003]	17.0	[17.0, 14.0, 10.0, 0.0, 1.0]	20.0
317	9999999.0	3	[]	17.0	[]	30.0
318	9999999.0	3	[]	17.0	[]	40.0
319	9999999.0	3	[]	17.0	[]	50.0
320	23.304992319508447	3	[-1.75, -4.6500000000000004, -4.7999999999999998, -5.0, 0.050000000000000003]	18.0	[18.0, 17.0, 14.0, 10.0, 0.0, 1.0]	10.0
321	9999999.0	3	[]	18.0	[]	20.0
322	9999999.0	3	[]	18.0	[]	30.0
323	9999999.0	3	[]	18.0	[]	40.0
324	9999999.0	3	[]	18.0	[]	50.0
325	23.303405017921147	3	[-3.5999999999999996, -4.6500000000000004, -4.7999999999999998, -5.0, 0.050000000000000003]	19.0	[19.0, 17.0, 14.0, 10.0, 0.0, 1.0]	10.0
326	9999999.0	3	[]	19.0	[]	20.0
327	9999999.0	3	[]	19.0	[]	30.0
328	9999999.0	3	[]	19.0	[]	40.0
329	9999999.0	3	[]	19.0	[]	50.0
330	9999999.0	3	[]	20.0	[]	10.0
331	9999999.0	3	[]	20.0	[]	20.0
332	9999999.0	3	[]	20.0	[]	30.0
333	9999999.0	3	[]	20.0	[]	40.0
334	9999999.0	3	[]	20.0	[]	50.0
335	9999999.0	3	[]	21.0	[]	10.0
336	9999999.0	3	[]	21.0	[]	20.0
337	9999999.0	3	[]	21.0	[]	30.0
338	9999999.0	3	[]	21.0	[]	40.0
339	9999999.0	3	[]	21.0	[]	50.0
340	9999999.0	3	[]	22.0	[]	10.0
341	9999999.0	3	[]	22.0	[]	20.0
342	9999999.0	3	[]	22.0	[]	30.0
343	9999999.0	3	[]	22.0	[]	40.0
344	9999999.0	3	[]	22.0	[]	50.0
