	x	v	cost	plan	vel	init_light
235	10.0	1.0	7.561538461538461	[0.0, 0.0, 0.4, 8.0, 0.0]	[1.0, 1.0, 1.0, 3.0, 13.0, 13.0]	3
236	20.0	1.0	7.837909226190477	[0.0, 0.0, 0.15, 7.0]	[1.0, 1.0, 1.0, 2.0, 12.0]	3
237	30.0	1.0	14.49296875	[0.15, -0.2, 7.199999999999999]	[1.0, 2.0, 0.0, 12.0]	3
238	40.0	1.0	99999.0	[]	[]	3
239	50.0	1.0	99999.0	[]	[]	3
240	10.0	2.0	7.639972864145658	[-0.15, 0.0, 0.15, 1.05, 5.95]	[2.0, 1.0, 1.0, 2.0, 5.0, 12.0]	3
241	20.0	2.0	7.870472756410257	[-0.15, 0.0, 0.0, 7.1499999999999995]	[2.0, 1.0, 1.0, 1.0, 12.0]	3
242	30.0	2.0	15.698958333333334	[0.0, -0.2, 7.199999999999999]	[2.0, 2.0, 0.0, 12.0]	3
243	40.0	2.0	99999.0	[]	[]	3
244	50.0	2.0	99999.0	[]	[]	3
245	10.0	3.0	7.64521233974359	[-0.4, 0.0, 0.0, 7.1499999999999995, 0.0]	[3.0, 1.0, 1.0, 1.0, 12.0, 12.0]	3
246	20.0	3.0	7.873697916666668	[0.8, -1.2, -0.05, 7.199999999999999]	[3.0, 5.0, 1.0, 0.0, 12.0]	3
247	30.0	3.0	8.452864583333334	[-0.4, -0.05, 7.199999999999999]	[3.0, 1.0, 0.0, 12.0]	3
248	40.0	3.0	99999.0	[]	[]	3
249	50.0	3.0	99999.0	[]	[]	3
250	10.0	4.0	7.528536184210527	[-0.75, 0.0, 0.0, 4.0, 0.9500000000000001]	[4.0, 1.0, 1.0, 1.0, 9.0, 10.0]	3
251	20.0	4.0	8.069618055555559	[0.44999999999999996, -1.2, -0.05, 7.199999999999999]	[4.0, 5.0, 1.0, 0.0, 12.0]	3
252	30.0	4.0	9.183333333333334	[-0.75, -0.05, 7.199999999999999]	[4.0, 1.0, 0.0, 12.0]	3
253	40.0	4.0	99999.0	[]	[]	3
254	50.0	4.0	99999.0	[]	[]	3
255	10.0	5.0	7.638405257936508	[-1.2, 0.0, 0.0, 1.75, 5.3999999999999995]	[5.0, 1.0, 1.0, 1.0, 6.0, 12.0]	3
256	20.0	5.0	8.223697916666667	[0.0, -1.2, -0.05, 7.199999999999999]	[5.0, 5.0, 1.0, 0.0, 12.0]	3
257	30.0	5.0	9.673697916666669	[-1.2, -0.05, 7.199999999999999]	[5.0, 1.0, 0.0, 12.0]	3
258	40.0	5.0	99999.0	[]	[]	3
259	50.0	5.0	99999.0	[]	[]	3
260	10.0	6.0	7.664972864145659	[-1.75, 0.0, 0.0, 1.2, 5.95]	[6.0, 1.0, 1.0, 1.0, 5.0, 12.0]	3
261	20.0	6.0	8.364109848484851	[-0.55, -1.2, -0.05, 7.199999999999999]	[6.0, 5.0, 1.0, 0.0, 12.0]	3
262	30.0	6.0	10.027529761904761	[-1.75, -0.05, 7.199999999999999]	[6.0, 1.0, 0.0, 12.0]	3
263	40.0	6.0	99999.0	[]	[]	3
264	50.0	6.0	99999.0	[]	[]	3
265	10.0	7.0	7.779779411764705	[-2.4, 0.0, 0.0, 0.75, 7.6499999999999995]	[7.0, 1.0, 1.0, 1.0, 4.0, 13.0]	3
266	20.0	7.0	7.890932765151517	[-1.6500000000000001, -0.75, -0.05, 7.199999999999999]	[7.0, 4.0, 1.0, 0.0, 12.0]	3
267	30.0	7.0	10.296614583333334	[-2.4, -0.05, 7.199999999999999]	[7.0, 1.0, 0.0, 12.0]	3
268	40.0	7.0	99999.0	[]	[]	3
269	50.0	7.0	99999.0	[]	[]	3
270	10.0	8.0	7.715109272875817	[-3.15, 0.0, 0.0, 0.75, 7.6499999999999995]	[8.0, 1.0, 1.0, 1.0, 4.0, 13.0]	3
271	20.0	8.0	8.0125	[-2.4, -0.75, -0.05, 7.199999999999999]	[8.0, 4.0, 1.0, 0.0, 12.0]	3
272	30.0	8.0	10.509722222222223	[-3.15, -0.05, 7.199999999999999]	[8.0, 1.0, 0.0, 12.0]	3
273	40.0	8.0	99999.0	[]	[]	3
274	50.0	8.0	99999.0	[]	[]	3
275	10.0	9.0	7.667279411764706	[-4.0, 0.0, 0.0, 0.75, 7.6499999999999995]	[9.0, 1.0, 1.0, 1.0, 4.0, 13.0]	3
276	20.0	9.0	8.118729967948717	[-3.25, -0.75, -0.05, 7.199999999999999]	[9.0, 4.0, 1.0, 0.0, 12.0]	3
277	30.0	9.0	10.684114583333333	[-4.0, -0.05, 7.199999999999999]	[9.0, 1.0, 0.0, 12.0]	3
278	40.0	9.0	99999.0	[]	[]	3
279	50.0	9.0	99999.0	[]	[]	3
280	10.0	10.0	7.8113514957264965	[-1.7999999999999998, -1.95, -1.2, -0.05, 7.199999999999999]	[10.0, 8.0, 5.0, 1.0, 0.0, 12.0]	3
281	20.0	10.0	8.21324404761905	[-4.2, -0.75, -0.05, 7.199999999999999]	[10.0, 4.0, 1.0, 0.0, 12.0]	3
282	30.0	10.0	10.830776515151516	[-4.95, -0.05, 7.199999999999999]	[10.0, 1.0, 0.0, 12.0]	3
283	40.0	10.0	99999.0	[]	[]	3
284	50.0	10.0	99999.0	[]	[]	3
285	10.0	11.0	7.870155406545207	[-2.85, -1.95, -1.2, -0.05, 7.199999999999999]	[11.0, 8.0, 5.0, 1.0, 0.0, 12.0]	3
286	20.0	11.0	8.842447916666668	[-4.8, -1.2, -0.05, 7.199999999999999]	[11.0, 5.0, 1.0, 0.0, 12.0]	3
287	30.0	11.0	22.859114583333334	[-4.8, -1.25, 7.199999999999999]	[11.0, 5.0, 0.0, 12.0]	3
288	40.0	11.0	99999.0	[]	[]	3
289	50.0	11.0	99999.0	[]	[]	3
290	10.0	12.0	7.926282051282051	[-4.0, -1.95, -1.2, -0.05, 7.199999999999999]	[12.0, 8.0, 5.0, 1.0, 0.0, 12.0]	3
291	20.0	12.0	9.60767543859649	[-4.75, -2.4, -0.05, 7.199999999999999]	[12.0, 7.0, 1.0, 0.0, 12.0]	3
292	30.0	12.0	23.84874686716792	[-4.75, -2.4499999999999997, 7.199999999999999]	[12.0, 7.0, 8.429369702178807e-08, 12.0]	3
293	40.0	12.0	99999.0	[]	[]	3
294	50.0	12.0	99999.0	[]	[]	3
295	10.0	13.0	8.091392721861473	[-4.4, -2.8, -1.2, -0.05, 7.199999999999999]	[13.0, 9.0, 5.0, 1.0, 0.0, 12.0]	3
296	20.0	13.0	10.093773674242422	[-4.4, -4.0, -0.05, 7.199999999999999]	[13.0, 9.0, 1.0, 0.0, 12.0]	3
297	30.0	13.0	24.432662563131313	[-4.4, -4.05, 7.199999999999999]	[13.0, 9.0, 0.0, 12.0]	3
298	40.0	13.0	99999.0	[]	[]	3
299	50.0	13.0	99999.0	[]	[]	3
300	10.0	14.0	8.236458333333337	[-4.8, -3.75, -1.2, -0.05, 7.199999999999999]	[14.0, 10.0, 5.0, 1.0, 0.0, 12.0]	3
301	20.0	14.0	10.301609848484851	[-4.8, -4.95, -0.05, 7.199999999999999]	[14.0, 10.0, 1.0, 0.0, 12.0]	3
302	30.0	14.0	24.66979166666667	[-4.8, -5.0, 7.199999999999999]	[14.0, 10.0, 0.0, 12.0]	3
303	40.0	14.0	99999.0	[]	[]	3
304	50.0	14.0	99999.0	[]	[]	3
305	10.0	15.0	9.133919651559452	[-4.05, -4.75, -2.4, -0.05, 7.199999999999999]	[15.0, 12.0, 7.0, 1.0, 0.0, 12.0]	3
306	20.0	15.0	23.374991080130883	[-4.05, -4.75, -2.4499999999999997, 7.199999999999999]	[15.0, 12.0, 7.0, 8.429369702178807e-08, 12.0]	3
307	30.0	15.0	99999.0	[]	[]	3
308	40.0	15.0	99999.0	[]	[]	3
309	50.0	15.0	99999.0	[]	[]	3
310	10.0	16.0	9.661742424242423	[-4.35, -4.4, -4.0, -0.05, 7.199999999999999]	[16.0, 13.0, 9.0, 1.0, 0.0, 12.0]	3
311	20.0	16.0	24.00063131313131	[-4.35, -4.4, -4.05, 7.199999999999999]	[16.0, 13.0, 9.0, 0.0, 12.0]	3
312	30.0	16.0	99999.0	[]	[]	3
313	40.0	16.0	99999.0	[]	[]	3
314	50.0	16.0	99999.0	[]	[]	3
315	10.0	17.0	9.90652416300098	[-4.65, -4.8, -4.95, -0.05, 7.199999999999999]	[17.0, 14.0, 10.0, 1.0, 0.0, 12.0]	3
316	20.0	17.0	24.274705981182798	[-4.65, -4.8, -5.0, 7.199999999999999]	[17.0, 14.0, 10.0, 0.0, 12.0]	3
317	30.0	17.0	99999.0	[]	[]	3
318	40.0	17.0	99999.0	[]	[]	3
319	50.0	17.0	99999.0	[]	[]	3
320	10.0	18.0	23.012940890736942	[-4.95, -4.05, -4.75, -2.4499999999999997, 7.199999999999999]	[18.0, 15.0, 12.0, 7.0, 8.429369702178807e-08, 12.0]	3
321	20.0	18.0	99999.0	[]	[]	3
322	30.0	18.0	99999.0	[]	[]	3
323	40.0	18.0	99999.0	[]	[]	3
324	50.0	18.0	99999.0	[]	[]	3
325	10.0	19.0	23.928178203405018	[-3.5999999999999996, -4.65, -4.8, -5.0, 7.199999999999999]	[19.0, 17.0, 14.0, 10.0, 0.0, 12.0]	3
326	20.0	19.0	99999.0	[]	[]	3
327	30.0	19.0	99999.0	[]	[]	3
328	40.0	19.0	99999.0	[]	[]	3
329	50.0	19.0	99999.0	[]	[]	3
330	10.0	20.0	99999.0	[]	[]	3
331	20.0	20.0	99999.0	[]	[]	3
332	30.0	20.0	99999.0	[]	[]	3
333	40.0	20.0	99999.0	[]	[]	3
334	50.0	20.0	99999.0	[]	[]	3
335	10.0	21.0	99999.0	[]	[]	3
336	20.0	21.0	99999.0	[]	[]	3
337	30.0	21.0	99999.0	[]	[]	3
338	40.0	21.0	99999.0	[]	[]	3
339	50.0	21.0	99999.0	[]	[]	3
340	10.0	22.0	99999.0	[]	[]	3
341	20.0	22.0	99999.0	[]	[]	3
342	30.0	22.0	99999.0	[]	[]	3
343	40.0	22.0	99999.0	[]	[]	3
344	50.0	22.0	99999.0	[]	[]	3
