	cost	init_light	plan	v	vel	x
35	1.10695684524	1	[7.3500000000000005, 6.4000000000000004, 0.0, 0.0, 0.0]	7.0	[7.0, 14.0, 18.0, 18.0, 18.0, 18.0]	10.0
36	0.950353528508	1	[7.3500000000000005, 4.6500000000000004, 0.0, 0.0]	7.0	[7.0, 14.0, 17.0, 17.0, 17.0]	20.0
37	0.769605654762	1	[7.3500000000000005, 0.0, 0.0]	7.0	[7.0, 14.0, 14.0, 14.0]	30.0
38	0.573177083333	1	[7.3500000000000005, 0.0]	7.0	[7.0, 14.0, 14.0]	40.0
39	0.573177083333	1	[7.3500000000000005, 0.0]	7.0	[7.0, 14.0, 14.0]	50.0
40	1.08333333333	1	[6.6000000000000005, 6.4000000000000004, 0.0, 0.0, 0.0]	8.0	[8.0, 14.0, 18.0, 18.0, 18.0, 18.0]	10.0
41	0.926730016603	1	[6.6000000000000005, 4.6500000000000004, 0.0, 0.0]	8.0	[8.0, 14.0, 17.0, 17.0, 17.0]	20.0
42	0.745982142857	1	[6.6000000000000005, 0.0, 0.0]	8.0	[8.0, 14.0, 14.0, 14.0]	30.0
43	0.549553571429	1	[6.6000000000000005, 0.0]	8.0	[8.0, 14.0, 14.0]	40.0
44	0.549553571429	1	[6.6000000000000005, 0.0]	8.0	[8.0, 14.0, 14.0]	50.0
45	1.04389189886	1	[7.1999999999999993, 6.7999999999999998, 0.0, 0.0, 0.0]	9.0	[9.0, 15.0, 19.0, 19.0, 19.0, 19.0]	10.0
46	0.887054771505	1	[7.1999999999999993, 1.55, 0.0, 0.0]	9.0	[9.0, 15.0, 16.0, 16.0, 16.0]	20.0
47	0.708333333333	1	[7.1999999999999993, 0.0, 0.0]	9.0	[9.0, 15.0, 15.0, 15.0]	30.0
48	0.525	1	[7.1999999999999993, 0.0]	9.0	[9.0, 15.0, 15.0]	40.0
49	0.525	1	[7.1999999999999993, 0.0]	9.0	[9.0, 15.0, 15.0]	50.0
50	1.00663650075	1	[7.7999999999999998, 3.3999999999999999, 0.0, 0.0, 0.0]	10.0	[10.0, 16.0, 18.0, 18.0, 18.0, 18.0]	10.0
51	0.849038461538	1	[7.7999999999999998, 0.0, 0.0, 0.0]	10.0	[10.0, 16.0, 16.0, 16.0, 16.0]	20.0
52	0.677163461538	1	[7.7999999999999998, 0.0, 0.0]	10.0	[10.0, 16.0, 16.0, 16.0]	30.0
53	0.500595238095	1	[4.7999999999999998, 0.0]	10.0	[10.0, 14.0, 14.0]	40.0
54	0.500595238095	1	[4.7999999999999998, 0.0]	10.0	[10.0, 14.0, 14.0]	50.0
55	0.982395492919	1	[6.75, 3.3999999999999999, 0.0, 0.0, 0.0]	11.0	[11.0, 16.0, 18.0, 18.0, 18.0, 18.0]	10.0
56	0.824797453704	1	[6.75, 0.0, 0.0, 0.0]	11.0	[11.0, 16.0, 16.0, 16.0, 16.0]	20.0
57	0.652922453704	1	[6.75, 0.0, 0.0]	11.0	[11.0, 16.0, 16.0, 16.0]	30.0
58	0.475022321429	1	[3.75, 0.0]	11.0	[11.0, 14.0, 14.0]	40.0
59	0.475022321429	1	[3.75, 0.0]	11.0	[11.0, 14.0, 14.0]	50.0
60	0.94575636289	1	[7.2499999999999991, 1.75, 0.0, 0.0, 0.0]	12.0	[12.0, 17.0, 18.0, 18.0, 18.0, 18.0]	10.0
61	0.788230540061	1	[7.2499999999999991, 0.0, 0.0, 0.0]	12.0	[12.0, 17.0, 17.0, 17.0, 17.0]	20.0
62	0.626465834178	1	[7.2499999999999991, 0.0, 0.0]	12.0	[12.0, 17.0, 17.0, 17.0]	30.0
63	0.448592032967	1	[2.5999999999999996, 0.0]	12.0	[12.0, 14.0, 14.0]	40.0
64	0.448592032967	1	[2.5999999999999996, 0.0]	12.0	[12.0, 14.0, 14.0]	50.0
65	0.90962421595	1	[7.75, 0.0, 0.0, 0.0, 0.0]	13.0	[13.0, 18.0, 18.0, 18.0, 18.0, 18.0]	10.0
66	0.756846438172	1	[7.75, 0.0, 0.0, 0.0]	13.0	[13.0, 18.0, 18.0, 18.0, 18.0]	20.0
67	0.600612745098	1	[6.0, 0.0, 0.0]	13.0	[13.0, 17.0, 17.0, 17.0]	30.0
68	0.421226025132	1	[1.3500000000000001, 0.0]	13.0	[13.0, 14.0, 14.0]	40.0
69	0.421226025132	1	[1.3500000000000001, 0.0]	13.0	[13.0, 14.0, 14.0]	50.0
70	0.882986111111	1	[6.4000000000000004, 0.0, 0.0, 0.0, 0.0]	14.0	[14.0, 18.0, 18.0, 18.0, 18.0, 18.0]	10.0
71	0.730208333333	1	[6.4000000000000004, 0.0, 0.0, 0.0]	14.0	[14.0, 18.0, 18.0, 18.0, 18.0]	20.0
72	0.573605016603	1	[4.6500000000000004, 0.0, 0.0]	14.0	[14.0, 17.0, 17.0, 17.0]	30.0
73	0.392857142857	1	[0.0, 0.0]	14.0	[14.0, 14.0, 14.0]	40.0
74	0.392857142857	1	[0.0, 0.0]	14.0	[14.0, 14.0, 14.0]	50.0
75	0.846962074303	1	[6.7999999999999998, 0.0, 0.0, 0.0, 0.0]	15.0	[15.0, 19.0, 19.0, 19.0, 19.0, 19.0]	10.0
76	0.702225232198	1	[6.7999999999999998, 0.0, 0.0, 0.0]	15.0	[15.0, 19.0, 19.0, 19.0, 19.0]	20.0
77	0.545388104839	1	[1.55, 0.0, 0.0]	15.0	[15.0, 16.0, 16.0, 16.0]	30.0
78	0.366666666667	1	[0.0, 0.0]	15.0	[15.0, 15.0, 15.0]	40.0
79	0.366666666667	1	[0.0, 0.0]	15.0	[15.0, 15.0, 15.0]	50.0
80	0.815277777778	1	[7.1999999999999993, 0.0, 0.0, 0.0, 0.0]	16.0	[16.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
81	0.673223039216	1	[3.3999999999999999, 0.0, 0.0, 0.0]	16.0	[16.0, 18.0, 18.0, 18.0, 18.0]	20.0
82	0.515625	1	[0.0, 0.0, 0.0]	16.0	[16.0, 16.0, 16.0, 16.0]	30.0
83	0.34375	1	[0.0, 0.0]	16.0	[16.0, 16.0, 16.0]	40.0
84	0.34375	1	[0.0, 0.0]	16.0	[16.0, 16.0, 16.0]	50.0
85	0.785367398649	1	[5.5499999999999998, 0.0, 0.0, 0.0, 0.0]	17.0	[17.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
86	0.642819940476	1	[1.75, 0.0, 0.0, 0.0]	17.0	[17.0, 18.0, 18.0, 18.0, 18.0]	20.0
87	0.485294117647	1	[0.0, 0.0, 0.0]	17.0	[17.0, 17.0, 17.0, 17.0]	30.0
88	0.323529411765	1	[0.0, 0.0]	17.0	[17.0, 17.0, 17.0]	40.0
89	0.323529411765	1	[0.0, 0.0]	17.0	[17.0, 17.0, 17.0]	50.0
90	0.754111842105	1	[3.8000000000000003, 0.0, 0.0, 0.0, 0.0]	18.0	[18.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
91	0.611111111111	1	[0.0, 0.0, 0.0, 0.0]	18.0	[18.0, 18.0, 18.0, 18.0, 18.0]	20.0
92	0.458333333333	1	[0.0, 0.0, 0.0]	18.0	[18.0, 18.0, 18.0, 18.0]	30.0
93	0.305555555556	1	[0.0, 0.0]	18.0	[18.0, 18.0, 18.0]	40.0
94	0.305555555556	1	[0.0, 0.0]	18.0	[18.0, 18.0, 18.0]	50.0
95	0.721494391026	1	[1.9500000000000002, 0.0, 0.0, 0.0, 0.0]	19.0	[19.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
96	0.578947368421	1	[0.0, 0.0, 0.0, 0.0]	19.0	[19.0, 19.0, 19.0, 19.0, 19.0]	20.0
97	0.434210526316	1	[0.0, 0.0, 0.0]	19.0	[19.0, 19.0, 19.0, 19.0]	30.0
98	0.289473684211	1	[0.0, 0.0]	19.0	[19.0, 19.0, 19.0]	40.0
99	0.289473684211	1	[0.0, 0.0]	19.0	[19.0, 19.0, 19.0]	50.0
100	0.6875	1	[0.0, 0.0, 0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
101	0.55	1	[0.0, 0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0, 20.0]	20.0
102	0.4125	1	[0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0]	30.0
103	0.275	1	[0.0, 0.0]	20.0	[20.0, 20.0, 20.0]	40.0
104	0.275	1	[0.0, 0.0]	20.0	[20.0, 20.0, 20.0]	50.0
105	0.654761904762	1	[0.0, 0.0, 0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0, 21.0, 21.0]	10.0
106	0.52380952381	1	[0.0, 0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0, 21.0]	20.0
107	0.392857142857	1	[0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0]	30.0
108	0.261904761905	1	[0.0, 0.0]	21.0	[21.0, 21.0, 21.0]	40.0
109	0.261904761905	1	[0.0, 0.0]	21.0	[21.0, 21.0, 21.0]	50.0
110	0.625	1	[0.0, 0.0, 0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0, 22.0, 22.0]	10.0
111	0.5	1	[0.0, 0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0, 22.0]	20.0
112	0.375	1	[0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0]	30.0
113	0.25	1	[0.0, 0.0]	22.0	[22.0, 22.0, 22.0]	40.0
114	0.25	1	[0.0, 0.0]	22.0	[22.0, 22.0, 22.0]	50.0
115	1.35906387339	2	[7.1999999999999993, 7.2499999999999991, 0.0, 0.0, 0.0]	0.0	[0.0, 12.0, 17.0, 17.0, 17.0, 17.0]	10.0
116	1.19729916751	2	[7.1999999999999993, 7.2499999999999991, 0.0, 0.0]	0.0	[0.0, 12.0, 17.0, 17.0, 17.0]	20.0
117	1.0194253663	2	[7.1999999999999993, 2.5999999999999996, 0.0]	0.0	[0.0, 12.0, 14.0, 14.0]	30.0
118	0.8	2	[7.1999999999999993, 0.0]	0.0	[0.0, 12.0, 12.0]	40.0
119	0.8	2	[7.1999999999999993, 0.0]	0.0	[0.0, 12.0, 12.0]	50.0
120	1.32302621314	2	[7.1499999999999995, 7.2499999999999991, 0.0, 0.0, 0.0]	1.0	[1.0, 12.0, 17.0, 17.0, 17.0, 17.0]	10.0
121	1.16126150726	2	[7.1499999999999995, 7.2499999999999991, 0.0, 0.0]	1.0	[1.0, 12.0, 17.0, 17.0, 17.0]	20.0
122	0.983387706044	2	[7.1499999999999995, 2.5999999999999996, 0.0]	1.0	[1.0, 12.0, 14.0, 14.0]	30.0
123	0.763962339744	2	[7.1499999999999995, 0.0]	1.0	[1.0, 12.0, 12.0]	40.0
124	0.763962339744	2	[7.1499999999999995, 0.0]	1.0	[1.0, 12.0, 12.0]	50.0
125	1.29046268292	2	[7.0, 7.2499999999999991, 0.0, 0.0, 0.0]	2.0	[2.0, 12.0, 17.0, 17.0, 17.0, 17.0]	10.0
126	1.12869797704	2	[7.0, 7.2499999999999991, 0.0, 0.0]	2.0	[2.0, 12.0, 17.0, 17.0, 17.0]	20.0
127	0.950824175824	2	[7.0, 2.5999999999999996, 0.0]	2.0	[2.0, 12.0, 14.0, 14.0]	30.0
128	0.731398809524	2	[7.0, 0.0]	2.0	[2.0, 12.0, 12.0]	40.0
129	0.731398809524	2	[7.0, 0.0]	2.0	[2.0, 12.0, 12.0]	50.0
130	1.22559643817	2	[8.0, 7.75, 0.0, 0.0, 0.0]	3.0	[3.0, 13.0, 18.0, 18.0, 18.0, 18.0]	10.0
131	1.0693627451	2	[8.0, 6.0, 0.0, 0.0]	3.0	[3.0, 13.0, 17.0, 17.0, 17.0]	20.0
132	0.889976025132	2	[8.0, 1.3500000000000001, 0.0]	3.0	[3.0, 13.0, 14.0, 14.0]	30.0
133	0.680288461538	2	[8.0, 0.0]	3.0	[3.0, 13.0, 13.0]	40.0
134	0.680288461538	2	[8.0, 0.0]	3.0	[3.0, 13.0, 13.0]	50.0
135	1.19990709994	2	[7.6499999999999995, 7.75, 0.0, 0.0, 0.0]	4.0	[4.0, 13.0, 18.0, 18.0, 18.0, 18.0]	10.0
136	1.04367340686	2	[7.6499999999999995, 6.0, 0.0, 0.0]	4.0	[4.0, 13.0, 17.0, 17.0, 17.0]	20.0
137	0.864286686897	2	[7.6499999999999995, 1.3500000000000001, 0.0]	4.0	[4.0, 13.0, 14.0, 14.0]	30.0
138	0.654599123303	2	[7.6499999999999995, 0.0]	4.0	[4.0, 13.0, 13.0]	40.0
139	0.654599123303	2	[7.6499999999999995, 0.0]	4.0	[4.0, 13.0, 13.0]	50.0
140	1.17490199373	2	[7.1999999999999993, 7.75, 0.0, 0.0, 0.0]	5.0	[5.0, 13.0, 18.0, 18.0, 18.0, 18.0]	10.0
141	1.01866830065	2	[7.1999999999999993, 6.0, 0.0, 0.0]	5.0	[5.0, 13.0, 17.0, 17.0, 17.0]	20.0
142	0.839281580688	2	[7.1999999999999993, 1.3500000000000001, 0.0]	5.0	[5.0, 13.0, 14.0, 14.0]	30.0
143	0.629594017094	2	[7.1999999999999993, 0.0]	5.0	[5.0, 13.0, 13.0]	40.0
144	0.629594017094	2	[7.1999999999999993, 0.0]	5.0	[5.0, 13.0, 13.0]	50.0
145	1.13020833333	2	[8.0, 6.4000000000000004, 0.0, 0.0, 0.0]	6.0	[6.0, 14.0, 18.0, 18.0, 18.0, 18.0]	10.0
146	0.973605016603	2	[8.0, 4.6500000000000004, 0.0, 0.0]	6.0	[6.0, 14.0, 17.0, 17.0, 17.0]	20.0
147	0.792857142857	2	[8.0, 0.0, 0.0]	6.0	[6.0, 14.0, 14.0, 14.0]	30.0
148	0.596428571429	2	[8.0, 0.0]	6.0	[6.0, 14.0, 14.0]	40.0
149	0.596428571429	2	[8.0, 0.0]	6.0	[6.0, 14.0, 14.0]	50.0
150	1.10695684524	2	[7.3500000000000005, 6.4000000000000004, 0.0, 0.0, 0.0]	7.0	[7.0, 14.0, 18.0, 18.0, 18.0, 18.0]	10.0
151	0.950353528508	2	[7.3500000000000005, 4.6500000000000004, 0.0, 0.0]	7.0	[7.0, 14.0, 17.0, 17.0, 17.0]	20.0
152	0.769605654762	2	[7.3500000000000005, 0.0, 0.0]	7.0	[7.0, 14.0, 14.0, 14.0]	30.0
153	0.573177083333	2	[7.3500000000000005, 0.0]	7.0	[7.0, 14.0, 14.0]	40.0
154	0.573177083333	2	[7.3500000000000005, 0.0]	7.0	[7.0, 14.0, 14.0]	50.0
155	1.08333333333	2	[6.6000000000000005, 6.4000000000000004, 0.0, 0.0, 0.0]	8.0	[8.0, 14.0, 18.0, 18.0, 18.0, 18.0]	10.0
156	0.926730016603	2	[6.6000000000000005, 4.6500000000000004, 0.0, 0.0]	8.0	[8.0, 14.0, 17.0, 17.0, 17.0]	20.0
157	0.745982142857	2	[6.6000000000000005, 0.0, 0.0]	8.0	[8.0, 14.0, 14.0, 14.0]	30.0
158	0.549553571429	2	[6.6000000000000005, 0.0]	8.0	[8.0, 14.0, 14.0]	40.0
159	0.549553571429	2	[6.6000000000000005, 0.0]	8.0	[8.0, 14.0, 14.0]	50.0
160	1.04389189886	2	[7.1999999999999993, 6.7999999999999998, 0.0, 0.0, 0.0]	9.0	[9.0, 15.0, 19.0, 19.0, 19.0, 19.0]	10.0
161	0.887054771505	2	[7.1999999999999993, 1.55, 0.0, 0.0]	9.0	[9.0, 15.0, 16.0, 16.0, 16.0]	20.0
162	0.708333333333	2	[7.1999999999999993, 0.0, 0.0]	9.0	[9.0, 15.0, 15.0, 15.0]	30.0
163	0.525	2	[7.1999999999999993, 0.0]	9.0	[9.0, 15.0, 15.0]	40.0
164	0.525	2	[7.1999999999999993, 0.0]	9.0	[9.0, 15.0, 15.0]	50.0
165	1.00663650075	2	[7.7999999999999998, 3.3999999999999999, 0.0, 0.0, 0.0]	10.0	[10.0, 16.0, 18.0, 18.0, 18.0, 18.0]	10.0
166	0.849038461538	2	[7.7999999999999998, 0.0, 0.0, 0.0]	10.0	[10.0, 16.0, 16.0, 16.0, 16.0]	20.0
167	0.677163461538	2	[7.7999999999999998, 0.0, 0.0]	10.0	[10.0, 16.0, 16.0, 16.0]	30.0
168	0.500595238095	2	[4.7999999999999998, 0.0]	10.0	[10.0, 14.0, 14.0]	40.0
169	0.500595238095	2	[4.7999999999999998, 0.0]	10.0	[10.0, 14.0, 14.0]	50.0
170	0.982395492919	2	[6.75, 3.3999999999999999, 0.0, 0.0, 0.0]	11.0	[11.0, 16.0, 18.0, 18.0, 18.0, 18.0]	10.0
171	0.824797453704	2	[6.75, 0.0, 0.0, 0.0]	11.0	[11.0, 16.0, 16.0, 16.0, 16.0]	20.0
172	0.652922453704	2	[6.75, 0.0, 0.0]	11.0	[11.0, 16.0, 16.0, 16.0]	30.0
173	0.475022321429	2	[3.75, 0.0]	11.0	[11.0, 14.0, 14.0]	40.0
174	0.475022321429	2	[3.75, 0.0]	11.0	[11.0, 14.0, 14.0]	50.0
175	0.94575636289	2	[7.2499999999999991, 1.75, 0.0, 0.0, 0.0]	12.0	[12.0, 17.0, 18.0, 18.0, 18.0, 18.0]	10.0
176	0.788230540061	2	[7.2499999999999991, 0.0, 0.0, 0.0]	12.0	[12.0, 17.0, 17.0, 17.0, 17.0]	20.0
177	0.626465834178	2	[7.2499999999999991, 0.0, 0.0]	12.0	[12.0, 17.0, 17.0, 17.0]	30.0
178	0.448592032967	2	[2.5999999999999996, 0.0]	12.0	[12.0, 14.0, 14.0]	40.0
179	0.448592032967	2	[2.5999999999999996, 0.0]	12.0	[12.0, 14.0, 14.0]	50.0
180	0.90962421595	2	[7.75, 0.0, 0.0, 0.0, 0.0]	13.0	[13.0, 18.0, 18.0, 18.0, 18.0, 18.0]	10.0
181	0.756846438172	2	[7.75, 0.0, 0.0, 0.0]	13.0	[13.0, 18.0, 18.0, 18.0, 18.0]	20.0
182	0.600612745098	2	[6.0, 0.0, 0.0]	13.0	[13.0, 17.0, 17.0, 17.0]	30.0
183	0.421226025132	2	[1.3500000000000001, 0.0]	13.0	[13.0, 14.0, 14.0]	40.0
184	0.421226025132	2	[1.3500000000000001, 0.0]	13.0	[13.0, 14.0, 14.0]	50.0
185	0.882986111111	2	[6.4000000000000004, 0.0, 0.0, 0.0, 0.0]	14.0	[14.0, 18.0, 18.0, 18.0, 18.0, 18.0]	10.0
186	0.730208333333	2	[6.4000000000000004, 0.0, 0.0, 0.0]	14.0	[14.0, 18.0, 18.0, 18.0, 18.0]	20.0
187	0.573605016603	2	[4.6500000000000004, 0.0, 0.0]	14.0	[14.0, 17.0, 17.0, 17.0]	30.0
188	0.392857142857	2	[0.0, 0.0]	14.0	[14.0, 14.0, 14.0]	40.0
189	0.392857142857	2	[0.0, 0.0]	14.0	[14.0, 14.0, 14.0]	50.0
190	0.846962074303	2	[6.7999999999999998, 0.0, 0.0, 0.0, 0.0]	15.0	[15.0, 19.0, 19.0, 19.0, 19.0, 19.0]	10.0
191	0.702225232198	2	[6.7999999999999998, 0.0, 0.0, 0.0]	15.0	[15.0, 19.0, 19.0, 19.0, 19.0]	20.0
192	0.545388104839	2	[1.55, 0.0, 0.0]	15.0	[15.0, 16.0, 16.0, 16.0]	30.0
193	0.366666666667	2	[0.0, 0.0]	15.0	[15.0, 15.0, 15.0]	40.0
194	0.366666666667	2	[0.0, 0.0]	15.0	[15.0, 15.0, 15.0]	50.0
195	0.815277777778	2	[7.1999999999999993, 0.0, 0.0, 0.0, 0.0]	16.0	[16.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
196	0.673223039216	2	[3.3999999999999999, 0.0, 0.0, 0.0]	16.0	[16.0, 18.0, 18.0, 18.0, 18.0]	20.0
197	0.515625	2	[0.0, 0.0, 0.0]	16.0	[16.0, 16.0, 16.0, 16.0]	30.0
198	0.34375	2	[0.0, 0.0]	16.0	[16.0, 16.0, 16.0]	40.0
199	0.34375	2	[0.0, 0.0]	16.0	[16.0, 16.0, 16.0]	50.0
200	0.785367398649	2	[5.5499999999999998, 0.0, 0.0, 0.0, 0.0]	17.0	[17.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
201	0.642819940476	2	[1.75, 0.0, 0.0, 0.0]	17.0	[17.0, 18.0, 18.0, 18.0, 18.0]	20.0
202	0.485294117647	2	[0.0, 0.0, 0.0]	17.0	[17.0, 17.0, 17.0, 17.0]	30.0
203	0.323529411765	2	[0.0, 0.0]	17.0	[17.0, 17.0, 17.0]	40.0
204	0.323529411765	2	[0.0, 0.0]	17.0	[17.0, 17.0, 17.0]	50.0
205	0.754111842105	2	[3.8000000000000003, 0.0, 0.0, 0.0, 0.0]	18.0	[18.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
206	0.611111111111	2	[0.0, 0.0, 0.0, 0.0]	18.0	[18.0, 18.0, 18.0, 18.0, 18.0]	20.0
207	0.458333333333	2	[0.0, 0.0, 0.0]	18.0	[18.0, 18.0, 18.0, 18.0]	30.0
208	0.305555555556	2	[0.0, 0.0]	18.0	[18.0, 18.0, 18.0]	40.0
209	0.305555555556	2	[0.0, 0.0]	18.0	[18.0, 18.0, 18.0]	50.0
210	0.721494391026	2	[1.9500000000000002, 0.0, 0.0, 0.0, 0.0]	19.0	[19.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
211	0.578947368421	2	[0.0, 0.0, 0.0, 0.0]	19.0	[19.0, 19.0, 19.0, 19.0, 19.0]	20.0
212	0.434210526316	2	[0.0, 0.0, 0.0]	19.0	[19.0, 19.0, 19.0, 19.0]	30.0
213	0.289473684211	2	[0.0, 0.0]	19.0	[19.0, 19.0, 19.0]	40.0
214	0.289473684211	2	[0.0, 0.0]	19.0	[19.0, 19.0, 19.0]	50.0
215	0.6875	2	[0.0, 0.0, 0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0, 20.0, 20.0]	10.0
216	0.55	2	[0.0, 0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0, 20.0]	20.0
217	0.4125	2	[0.0, 0.0, 0.0]	20.0	[20.0, 20.0, 20.0, 20.0]	30.0
218	0.275	2	[0.0, 0.0]	20.0	[20.0, 20.0, 20.0]	40.0
219	0.275	2	[0.0, 0.0]	20.0	[20.0, 20.0, 20.0]	50.0
220	0.654761904762	2	[0.0, 0.0, 0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0, 21.0, 21.0]	10.0
221	0.52380952381	2	[0.0, 0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0, 21.0]	20.0
222	0.392857142857	2	[0.0, 0.0, 0.0]	21.0	[21.0, 21.0, 21.0, 21.0]	30.0
223	0.261904761905	2	[0.0, 0.0]	21.0	[21.0, 21.0, 21.0]	40.0
224	0.261904761905	2	[0.0, 0.0]	21.0	[21.0, 21.0, 21.0]	50.0
225	0.625	2	[0.0, 0.0, 0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0, 22.0, 22.0]	10.0
226	0.5	2	[0.0, 0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0, 22.0]	20.0
227	0.375	2	[0.0, 0.0, 0.0]	22.0	[22.0, 22.0, 22.0, 22.0]	30.0
