	v0	t0	det	sto	dum
0	5.0	0.0	662.1604116052023	662.0601868474935	1831.009292282755
1	5.0	2.0	662.1604116052023	662.0601868474935	1831.009292282755
2	5.0	4.0	662.1604116052023	662.0601868474935	1831.009292282755
3	5.0	6.0	662.1604116052023	662.0601868474935	1831.009292282755
4	5.0	8.0	662.1604116052023	662.0601868474935	1831.009292282755
5	5.0	10.0	662.1604116052023	662.0601868474935	1831.009292282755
6	5.0	12.0	662.1604116052023	662.0601868474935	1831.009292282755
7	5.0	14.0	662.1604116052023	662.0601868474935	1831.009292282755
8	5.0	16.0	662.1604116052023	662.0601863767992	3271.9248750759484
9	5.0	18.0	1004.6699856781521	1549.1496089955435	9375.04839458222
10	5.0	20.0	1329.448357897532	1348.4381865676987	2845.1714142161163
11	5.0	22.0	1209.441434234178	1206.4430903966838	2721.08227073813
12	5.0	24.0	1076.5203263543808	1262.2259334249204	2603.5941930851686
13	5.0	26.0	946.8438984978136	1136.4459334249113	2492.8830519414323
14	5.0	28.0	779.8244072508166	1010.6659334249013	2375.0988393410453
15	5.0	30.0	696.1635233589045	772.9031355166136	2262.89695723717
16	5.0	32.0	662.1604116052023	696.1304033981097	2155.7418764826125
17	5.0	34.0	662.1604116052023	688.6221549629436	2052.3884273671247
18	5.0	36.0	662.1604116052023	669.4527211690573	1940.3997324887432
19	5.0	38.0	662.1604116052023	662.0601868474935	1831.009292282755
