	best_action	h	init_light	prob_change	t	v	x
0	1.75	4.071161808281257	1	0.5008756567425569	14.29	1.0	40.0
1	1.05	3.7199644201275612	1	0.3163716814159292	10.96	2.0	40.0
2	0.8	3.3397911320248452	1	0.23342670401493928	9.29	3.0	40.0
3	0.44999999999999996	2.9651513640277543	1	0.18958155422715628	8.29	4.0	40.0
4	0.55	2.5741275925962457	1	0.1470113085621971	7.62	5.0	40.0
5	0.0	2.1764043035460676	1	0.12996108949416343	7.15	6.0	40.0
6	0.0	1.879929658123886	1	0.10825132475397425	6.79	7.0	40.0
7	0.0	1.659539074033876	1	0.09266123054114159	6.51	8.0	40.0
8	0.0	1.4876405012769625	1	0.08096280087527352	6.29	9.0	40.0
9	0.0	1.3400085452859463	1	0.07199424046076314	6.11	10.0	40.0
10	0.0	1.2246855550358868	1	0.06481481481481483	5.96	11.0	40.0
11	0.0	1.1290337600357532	1	0.05857445306986591	5.83	12.0	40.0
12	1.75	4.071161808281257	1	0.30686695278969955	10.68	1.0	40.0
13	1.05	3.7199644201275612	1	0.2602365787079163	9.01	2.0	40.0
14	0.8	3.3397911320248452	1	0.2085070892410342	8.01	3.0	40.0
15	0.44999999999999996	2.9651513640277543	1	0.17535545023696683	7.34	4.0	40.0
16	0.55	2.5741275925962457	1	0.1386138613861386	6.869999999999999	5.0	40.0
17	0.0	2.1764043035460676	1	0.12379540400296515	6.51	6.0	40.0
18	0.0	1.879929658123886	1	0.10384894698620188	6.23	7.0	40.0
19	0.0	1.6595390740338765	1	0.08934953538241601	6.01	8.0	40.0
20	0.0	1.4876405012769622	1	0.07833450952717008	5.83	9.0	40.0
21	0.0	1.3400085452859463	1	0.06983240223463687	5.68	10.0	40.0
22	0.0	1.2246855550358868	1	0.06297577854671281	5.55	11.0	40.0
23	0.0	1.129033760035753	1	0.057005494505494504	5.4399999999999995	12.0	40.0
24	1.75	4.071161808281257	1	0.2551293487957181	8.79	1.0	40.0
25	1.05	3.7199644201275612	1	0.2342342342342342	7.79	2.0	40.0
26	0.8	3.3397911320248452	1	0.19409937888198758	7.12	3.0	40.0
27	0.44999999999999996	2.9651513640277543	1	0.1662921348314607	6.65	4.0	40.0
28	0.55	2.5741275925962457	1	0.13274981765134938	6.29	5.0	40.0
29	0.0	2.1764043035460676	1	0.11937097927090778	6.01	6.0	40.0
30	0.0	1.879929658123886	1	0.10063335679099225	5.79	7.0	40.0
31	0.0	1.6595390740338762	1	0.08686587908269632	5.61	8.0	40.0
32	0.0	1.4876405012769625	1	0.07634112792297112	5.46	9.0	40.0
