	v0	t0	det	sto	dum
0	15.0	14.25595264152907	2.9112309224996853	2.9112309224996853	3.4457958565720563
1	15.0	17.336970036221523	2.9112309224996853	2.9112309224996853	3.4457958565720563
2	15.0	18.086576777023815	2.9112309224996853	2.9112309224996853	3.4457958565720563
3	15.0	22.35147129648247	2.9112309224996853	2.9112309224996853	62.54953510925323
4	15.0	35.46263741768425	16.436407674640478	16.199792457658628	30.124803936500136
5	15.0	53.06016495036377	2.9112309224996853	3.4158613668331927	13.574695426752342
6	15.0	51.43375478736206	3.6828355496217555	4.787617190501313	18.802644853082633
7	15.0	55.09748901703358	2.9112309224996853	3.067528491431565	3.348431171727365
8	15.0	29.655771870256736	19.997039531094973	20.04065725501814	33.77871293650035
9	15.0	8.375610516600531	2.9112309224996853	2.9112309224996853	3.4457958565720563
10	15.0	20.330181609108774	2.9112309224996853	2.9112309224996853	3.4457958565720563
11	15.0	46.11523857539474	8.188023449534754	9.502007457658165	23.427018936499692
12	15.0	47.31624144720698	7.359982921978002	8.747327457658185	22.672338936499713
13	15.0	54.462818737824705	2.9112309224996853	3.3027972417860707	4.971453269800086
14	15.0	35.04453415917358	16.208269714586578	16.46393045765866	30.388941936500167
15	15.0	51.98975009067177	3.2136790000000377	4.025430913539689	17.445217329003956
16	15.0	4.326484089140474	2.9112309224996853	2.9112309224996853	3.4457958565720563
17	15.0	9.133299714072908	2.9112309224996853	2.9112309224996853	3.4457958565720563
18	15.0	54.96898143723785	2.9112309224996853	3.067527226591396	3.335762146663678
19	15.0	9.500644603723174	2.9112309224996853	2.9112309224996853	3.4457958565720563
20	15.0	20.894061476107044	2.9112309224996853	2.9112309224996853	3.4457958565720563
21	15.0	37.60330767536794	13.003057198716856	14.85394645765849	28.7789579365
22	15.0	17.947237455180275	2.9112309224996853	2.9112309224996853	3.4457958565720563
23	15.0	45.7394353956555	8.495941445319199	9.740989457658154	23.666000936499685
24	15.0	17.11656195391636	2.9112309224996853	2.9112309224996853	3.4457958565720563
25	15.0	30.813859735691114	19.26751553109506	19.124177457658913	33.04918893650043
26	15.0	22.079857404103038	2.9112309224996853	2.9112309224996853	48.958713247336696
27	15.0	17.599816504151168	2.9112309224996853	2.9112309224996853	3.4457958565720563
28	15.0	21.557168578275302	2.9112309224996853	2.9112309224996853	26.41920678774903
29	15.0	12.895305119461295	2.9112309224996853	2.9112309224996853	3.4457958565720563
30	15.0	44.144627864048786	9.536823243259066	10.740940457658121	24.665951936499653
31	15.0	41.61810842702173	11.519387999312908	12.332057457658209	26.257068936499742
32	15.0	13.854135871495991	2.9112309224996853	2.9112309224996853	3.4457958565720563
33	15.0	10.47723962389994	2.9112309224996853	2.9112309224996853	3.4457958565720563
34	15.0	1.9473726917452385	2.9112309224996853	2.9112309224996853	3.4457958565720563
35	15.0	33.90486878966143	17.32421453109487	17.180876457658727	31.10588793650024
36	15.0	11.208926382699776	2.9112309224996853	2.9112309224996853	3.4457958565720563
37	15.0	55.199431860409014	2.9112309224996853	3.067432333899248	3.3532161905251305
38	15.0	25.844190625870635	2.9112309224996853	22.41552075917593	36.17482193649992
