	v0	t0:	det_cost	dum_cost
0	18	0.0	0.33400000000000024	0.47100000000000036
1	18	2.0	0.33400000000000024	0.47100000000000036
2	18	4.0	0.33400000000000024	0.47100000000000036
3	18	6.0	0.33400000000000024	0.47100000000000036
4	18	8.0	0.33400000000000024	0.47100000000000036
5	18	10.0	0.33400000000000024	0.47100000000000036
6	18	12.0	0.33400000000000024	0.47100000000000036
7	18	14.0	0.33400000000000024	0.47100000000000036
8	18	16.0	0.33400000000000024	0.47100000000000036
9	18	18.0	0.33400000000000024	0.47100000000000036
10	18	20.0	0.33400000000000024	0.47100000000000036
11	18	22.0	0.33400000000000024	132.87392479699932
12	18	24.0	0.33400000000000024	132.67392479699933
13	18	26.0	0.33400000000000024	132.47392479699937
14	18	28.0	5.165187499999792	10.054943296999369
15	18	30.0	4.965187499999817	9.854943296999394
16	18	32.0	4.765187499999838	9.65494329699942
17	18	34.0	4.565187499999858	9.454943296999447
18	18	36.0	4.30520119999988	9.089344676999492
19	18	38.0	4.165187499999905	9.054943296999497
20	18	40.0	3.965187499999925	8.85494329699952
21	18	42.0	2.3919999999998476	8.476849713214255
22	18	44.0	2.37099999999985	8.278626910338861
23	18	46.0	2.400604236569795	15.29367497783797
24	18	48.0	1.3189999999999655	15.051600119367233
25	18	50.0	0.8165224833964144	36.461447978032794
26	18	52.0	0.5401431380756165	46.29177602003819
27	18	54.0	0.33400000000000024	5.627480000000351
28	18	56.0	0.33400000000000024	0.47100000000000036
