	best_action	h	init_light	prob_change	t	v	x
0	0.0	1.1290337600357532	1	1.0	24.869999999999997	12.0	40.0
1	0.8	3.3397911320248452	1	1.0	24.0	3.0	40.0
2	0.44999999999999996	2.9651513640277543	1	1.0	23.33	4.0	40.0
3	0.55	2.5741275925962457	1	0.8504672897196259	22.86	5.0	40.0
4	0.0	2.1764043035460676	1	0.6679999999999999	22.5	6.0	40.0
5	0.0	1.879929658123886	1	0.5143884892086329	22.22	7.0	40.0
6	0.0	1.659539074033876	1	0.4166666666666667	22.0	8.0	40.0
7	0.0	1.4876405012769625	1	0.349056603773585	21.82	9.0	40.0
8	0.0	1.3400085452859463	1	0.30030030030030047	21.67	10.0	40.0
9	0.0	1.2246855550358868	1	0.26300578034682076	21.54	11.0	40.0
10	0.0	1.1290337600357532	1	0.23249299719887953	21.43	12.0	40.0
11	1.75	4.071161808281257	1	1.0	23.33	1.0	40.0
12	1.05	3.7199644201275612	1	1.0	22.33	2.0	40.0
13	0.8	3.3397911320248452	1	0.7485029940119753	21.659999999999997	3.0	40.0
14	0.44999999999999996	2.9651513640277543	1	0.5826771653543305	21.189999999999998	4.0	40.0
15	0.55	2.5741275925962457	1	0.436450839328537	20.83	5.0	40.0
16	0.0	2.1764043035460676	1	0.37528089887640426	20.549999999999997	6.0	40.0
17	0.0	1.879929658123886	1	0.30620985010706625	20.33	7.0	40.0
18	0.0	1.659539074033876	1	0.2577319587628865	20.15	8.0	40.0
19	0.0	1.4876405012769625	1	0.22200000000000003	20.0	9.0	40.0
20	0.0	1.3400085452859463	1	0.1949317738791422	19.869999999999997	10.0	40.0
21	0.0	1.2246855550358868	1	0.1736641221374045	19.759999999999998	11.0	40.0
22	0.0	1.1290337600357532	1	0.15543071161048677	19.659999999999997	12.0	40.0
23	-1.25	1.0439739999999988	1	0.14760147601476012	19.58	13.0	40.0
24	1.75	4.071161808281257	1	0.7792915531335146	21.33	1.0	40.0
25	1.05	3.7199644201275612	1	0.6589861751152069	20.659999999999997	2.0	40.0
26	0.8	3.3397911320248452	1	0.5197505197505196	20.189999999999998	3.0	40.0
27	0.44999999999999996	2.9651513640277543	1	0.4294003868471953	19.83	4.0	40.0
28	0.55	2.5741275925962457	1	0.3339449541284402	19.549999999999997	5.0	40.0
29	0.0	2.1764043035460676	1	0.29453262786596107	19.33	6.0	40.0
30	0.0	1.8799296581238862	1	0.24444444444444438	19.15	7.0	40.0
31	0.0	1.6595390740338762	1	0.20833333333333334	19.0	8.0	40.0
32	0.0	1.4876405012769625	1	0.1810766721044045	18.869999999999997	9.0	40.0
33	0.0	1.3400085452859463	1	0.16025641025641021	18.759999999999998	10.0	40.0
34	0.0	1.2246855550358866	1	0.1435331230283911	18.659999999999997	11.0	40.0
35	0.0	1.1290337600357532	1	0.12928348909657317	18.58	12.0	40.0
36	-1.25	1.0439739999999988	1	0.12326656394453002	18.509999999999998	13.0	40.0
37	1.75	4.071161808281257	1	0.5708582834331339	19.990000000000002	1.0	40.0
38	1.05	3.7199644201275612	1	0.5218978102189781	19.52	2.0	40.0
39	0.8	3.3397911320248452	1	0.4280821917808219	19.16	3.0	40.0
40	0.44999999999999996	2.9651513640277543	1	0.3627450980392157	18.88	4.0	40.0
41	0.55	2.5741275925962457	1	0.2870662460567823	18.66	5.0	40.0
42	0.0	2.176404303546068	1	0.2561349693251534	18.48	6.0	40.0
43	0.0	1.879929658123886	1	0.21439280359820084	18.33	7.0	40.0
44	0.0	1.6595390740338762	1	0.1838235294117647	18.2	8.0	40.0
45	0.0	1.4876405012769625	1	0.16063675832127353	18.09	9.0	40.0
46	0.0	1.3400085452859463	1	0.14265335235378035	17.990000000000002	10.0	40.0
47	0.0	1.2246855550358868	1	0.12834978843441466	17.91	11.0	40.0
48	0.0	1.1290337600357532	1	0.1159217877094972	17.84	12.0	40.0
49	-1.25	1.0439739999999988	1	0.11065006915629322	17.77	13.0	40.0
50	1.75	4.071161808281257	1	0.48067226890756304	19.05	1.0	40.0
51	1.05	3.7199644201275612	1	0.45324881141045964	18.69	2.0	40.0
52	0.8	3.3397911320248452	1	0.37936267071320184	18.41	3.0	40.0
53	0.44999999999999996	2.9651513640277543	1	0.32599118942731287	18.19	4.0	40.0
54	0.55	2.5741275925962457	1	0.26037195994277545	18.01	5.0	40.0
55	0.0	2.1764043035460676	1	0.23389355742296916	17.86	6.0	40.0
56	0.0	1.879929658123886	1	0.19669876203576342	17.73	7.0	40.0
57	0.0	1.6595390740338765	1	0.1693766937669377	17.62	8.0	40.0
58	0.0	1.4876405012769625	1	0.14839572192513376	17.520000000000003	9.0	40.0
59	0.0	1.3400085452859463	1	0.1322751322751323	17.44	10.0	40.0
60	0.0	1.2246855550358866	1	0.11926605504587158	17.37	11.0	40.0
61	0.0	1.1290337600357532	1	0.1077922077922078	17.3	12.0	40.0
62	-1.25	1.0439739999999988	1	0.10309278350515468	17.240000000000002	13.0	40.0
63	-1.35	0.9685059999999989	1	0.0947503201024328	17.19	14.0	40.0
64	1.75	4.071161808281257	1	0.4287856071964017	18.33	1.0	40.0
65	1.05	3.7199644201275612	1	0.4115107913669065	18.05	2.0	40.0
66	0.8	3.3397911320248452	1	0.3486750348675034	17.83	3.0	40.0
67	0.44999999999999996	2.9651513640277543	1	0.30204081632653057	17.65	4.0	40.0
68	0.55	2.5741275925962457	1	0.24266666666666667	17.5	5.0	40.0
69	0.0	2.1764043035460676	1	0.21887287024901705	17.37	6.0	40.0
70	0.0	1.879929658123886	1	0.18475452196382433	17.26	7.0	40.0
71	0.0	1.6595390740338762	1	0.15943877551020408	17.16	8.0	40.0
72	0.0	1.4876405012769625	1	0.14015151515151514	17.08	9.0	40.0
73	0.0	1.3400085452859463	1	0.12515644555694622	17.01	10.0	40.0
74	0.0	1.2246855550358868	1	0.11290322580645164	16.94	11.0	40.0
75	0.0	1.1290337600357532	1	0.10221674876847289	16.88	12.0	40.0
76	-1.25	1.0439739999999988	1	0.09791921664626682	16.83	13.0	40.0
77	-1.35	0.9685059999999989	1	0.09002433090024332	16.78	14.0	40.0
78	1.75	4.071161808281257	1	0.39557399723374825	17.77	1.0	40.0
79	1.05	3.7199644201275612	1	0.38389261744966446	17.55	2.0	40.0
80	0.8	3.3397911320248452	1	0.32765399737876805	17.37	3.0	40.0
81	0.44999999999999996	2.9651513640277543	1	0.2853470437017995	17.22	4.0	40.0
82	0.55	2.5741275925962457	1	0.23008849557522124	17.09	5.0	40.0
83	0.0	2.1764043035460676	1	0.2082294264339152	16.98	6.0	40.0
84	0.0	1.8799296581238862	1	0.1761083743842365	16.880000000000003	7.0	40.0
85	0.0	1.6595390740338762	1	0.15243902439024393	16.8	8.0	40.0
86	0.0	1.4876405012769625	1	0.1342200725513906	16.73	9.0	40.0
87	0.0	1.3400085452859463	1	0.11990407673860912	16.66	10.0	40.0
88	0.0	1.2246855550358868	1	0.10833333333333335	16.6	11.0	40.0
89	0.0	1.1290337600357532	1	0.09822485207100592	16.55	12.0	40.0
90	-1.25	1.0439739999999988	1	0.09411764705882353	16.5	13.0	40.0
91	-1.35	0.9685059999999989	1	0.08665105386416863	16.46	14.0	40.0
92	1.75	4.071161808281257	1	0.3728813559322033	17.33	1.0	40.0
93	1.05	3.7199644201275612	1	0.3643312101910827	17.15	2.0	40.0
94	0.8	3.3397911320248452	1	0.3125	17.0	3.0	40.0
95	0.44999999999999996	2.9651513640277543	1	0.27306273062730635	16.87	4.0	40.0
96	0.55	2.5741275925962457	1	0.22087378640776703	16.76	5.0	40.0
97	0.0	2.1764043035460676	1	0.20023980815347722	16.66	6.0	40.0
98	0.0	1.8799296581238858	1	0.16983372921615197	16.58	7.0	40.0
99	0.0	1.6595390740338762	1	0.14723203769140167	16.51	8.0	40.0
100	0.0	1.4876405012769625	1	0.1296728971962617	16.44	9.0	40.0
101	0.0	1.3400085452859463	1	0.11600928074245938	16.38	10.0	40.0
102	0.0	1.2246855550358868	1	0.10495963091118798	16.33	11.0	40.0
103	0.0	1.1290337600357532	1	0.09518348623853212	16.28	12.0	40.0
104	-1.25	1.0439739999999988	1	0.091324200913242	16.24	13.0	40.0
105	-1.35	0.9685059999999989	1	0.08409090909090908	16.2	14.0	40.0
106	-1.45	0.8930379999999989	1	0.07805429864253394	16.16	15.0	40.0
107	1.75	4.071161808281257	1	0.35616438356164376	16.97	1.0	40.0
108	1.05	3.7199644201275612	1	0.34963325183374083	16.82	2.0	40.0
109	0.8	3.3397911320248452	1	0.3008423586040915	16.69	3.0	40.0
110	0.44999999999999996	2.9651513640277543	1	0.2636579572446557	16.580000000000002	4.0	40.0
111	0.55	2.5741275925962452	1	0.21361502347417843	16.48	5.0	40.0
112	0.0	2.1764043035460676	1	0.19418604651162788	16.4	6.0	40.0
113	0.0	1.879929658123886	1	0.1649365628604383	16.330000000000002	7.0	40.0
114	0.0	1.6595390740338762	1	0.1430205949656751	16.26	8.0	40.0
115	0.0	1.4876405012769625	1	0.12613636363636363	16.2	9.0	40.0
116	0.0	1.3400085452859463	1	0.11299435028248586	16.15	10.0	40.0
117	0.0	1.2246855550358868	1	0.10224719101123597	16.1	11.0	40.0
118	0.0	1.1290337600357532	1	0.09284116331096195	16.06	12.0	40.0
119	-1.25	1.0439739999999988	1	0.08908685968819599	16.02	13.0	40.0
120	-1.35	0.9685059999999989	1	0.082039911308204	15.98	14.0	40.0
121	-1.45	0.8930379999999989	1	0.07624309392265194	15.950000000000001	15.0	40.0
122	-1.55	0.830147999999999	1	0.07158590308370044	15.92	16.0	40.0
123	0.55	2.5741275925962457	1	0.20800000000000002	16.25	5.0	40.0
124	0.0	2.1764043035460676	1	0.1893424036281179	16.18	6.0	40.0
125	0.0	1.8799296581238862	1	0.16085489313835769	16.11	7.0	40.0
126	0.0	1.6595390740338765	1	0.13966480446927376	16.05	8.0	40.0
127	0.0	1.4876405012769625	1	0.12333333333333335	16.0	9.0	40.0
128	0.0	1.3400085452859463	1	0.11049723756906077	15.95	10.0	40.0
129	0.0	1.2246855550358868	1	0.10011001100110012	15.91	11.0	40.0
130	0.0	1.1290337600357532	1	0.0909090909090909	15.87	12.0	40.0
131	-1.25	1.0439739999999988	1	0.08724100327153762	15.83	13.0	40.0
132	-1.35	0.9685059999999989	1	0.08043478260869566	15.8	14.0	40.0
133	-1.45	0.8930379999999989	1	0.07475622968580714	15.77	15.0	40.0
134	-1.55	0.830147999999999	1	0.07019438444924407	15.74	16.0	40.0
135	0.0	1.8799296581238858	1	0.157488986784141	15.920000000000002	7.0	40.0
136	0.0	1.6595390740338762	1	0.13691128148959475	15.870000000000001	8.0	40.0
137	0.0	1.4876405012769625	1	0.12091503267973858	15.82	9.0	40.0
138	0.0	1.3400085452859463	1	0.1084598698481562	15.780000000000001	10.0	40.0
139	0.0	1.2246855550358868	1	0.0982721382289417	15.74	11.0	40.0
140	0.0	1.1290337600357532	1	0.08924731182795699	15.700000000000001	12.0	40.0
141	-1.25	1.0439739999999988	1	0.08574490889603432	15.670000000000002	13.0	40.0
142	-1.35	0.9685059999999989	1	0.07905982905982907	15.64	14.0	40.0
143	-1.45	0.8930379999999989	1	0.07348242811501597	15.610000000000001	15.0	40.0
144	-1.55	0.830147999999999	1	0.06900212314225054	15.580000000000002	16.0	40.0
145	-1.65	0.7798359999999992	1	0.06461864406779662	15.56	17.0	40.0
