	v0	t0:	det_cost	sto_cost	dum_cost
0	15	0.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
1	15	2.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
2	15	4.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
3	15	6.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
4	15	8.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
5	15	10.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
6	15	12.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
7	15	14.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
8	15	16.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
9	15	18.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
10	15	20.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
11	15	22.0	0.9903681720350048	0.9900317781250048	28.94103124998599
12	15	24.0	0.9903681720350048	0.9900317781250048	28.03853124998586
13	15	26.0	0.9903681720350048	16.740312524218552	26.372031249985593
14	15	28.0	11.944418317429264	14.740312524218572	24.37203124998528
15	15	30.0	11.191418291135045	16.68656568749976	22.372031249984968
16	15	32.0	9.629616129431083	14.686565687499787	20.372031249984655
17	15	34.0	9.340749999667167	12.68656568749983	18.372031249984342
18	15	36.0	7.052345331339655	10.686565687499872	16.37203124998407
19	15	38.0	5.928837520062409	8.686565687499915	14.37203124998413
20	15	40.0	4.982618074850778	6.686565687499954	12.372031249984172
21	15	42.0	4.613088164984421	4.686565687499996	10.372031249984214
22	15	44.0	3.8539104808640916	4.740569592382811	8.372031249984255
23	15	46.0	3.2824304676037506	4.740569592382811	6.372031249984288
24	15	48.0	2.72023059807433	4.740569592382811	4.372031249984328
25	15	50.0	2.1232936981031627	4.740569592382811	2.3335156249999875
26	15	52.0	1.3974477178700957	4.740569592382811	1.7967812499999978
27	15	54.0	0.9903681720350048	1.377334360742192	1.4607656250000072
28	15	56.0	0.9903681720350048	0.9900317781250048	1.4190312500000068
