	x	v	t	best_action	h	prob_change	init_light
460	40.0	15.0	2.085297552652838	6.8	2018407.9691077939	0.2018165849666863	2
461	40.0	16.0	2.067472240709879	7.199999999999999	1894688.4939471663	0.18944596646888667	2
462	40.0	17.0	2.0506655180208035	7.6000000000000005	1784740.8315660858	0.17845239076460798	2
463	40.0	18.0	2.0347925021477877	8.0	1686428.8326818796	0.1686222634881926	2
464	40.0	19.0	2.0197774871327727	6.15	1637008.09694771	0.16368069026479193	2
465	40.0	20.0	2.005552736065916	4.2	1590441.4147270324	0.15902449908730748	2
466	40.0	21.0	1.9920574594127447	2.15	1546485.6334906511	0.15462937632411042	2
467	40.0	22.0	1.979236946592232	0.0	1504924.7209205544	0.15047372021869607	2
468	40.0	17.0	2.0212972254946164	7.6000000000000005	1767146.4563698953	0.17669295304600488	2
469	40.0	18.0	2.0062822104796014	8.0	1670370.3070927726	0.16701641074862347	2
470	40.0	19.0	1.9920574594127447	6.15	1621923.9232984062	0.16217227273016457	2
471	40.0	20.0	1.9785621827595734	4.2	1576235.7318820264	0.15760393064299294	2
472	40.0	21.0	1.9657416699390606	2.15	1533074.7989031875	0.15328829271449215	2
473	40.0	22.0	1.953546547987841	0.0	1492235.443116372	0.14920479229552344	2
474	40.0	18.0	1.979236946592232	8.0	1655417.123694428	0.1655210922405657	2
475	40.0	19.0	1.9657416699390606	6.15	1607858.9016578957	0.160765770407882	2
476	40.0	20.0	1.9529211571185479	4.2	1562973.4364820977	0.15627770095379923	2
477	40.0	21.0	1.9407260351673283	2.15	1520540.4408887855	0.1520348567720404	2
478	40.0	22.0	1.9291116333090241	0.0	1480363.2891207936	0.14801757676240385	2
479	40.0	19.0	1.9407260351673283	6.15	1594713.1115452303	0.1594511912487253	2
480	40.0	20.0	1.9285309132161088	4.2	1550563.5742752282	0.1550367145935013	2
481	40.0	21.0	1.9169165113578046	2.15	1508799.3474403254	0.1508607472951071	2
482	40.0	22.0	1.9058423142370957	0.0	1469231.7690618585	0.14690442463128073	2
483	40.0	20.0	1.9053021094995004	4.2	1538926.5191104356	0.15387300894610517	2
484	40.0	21.0	1.8942279123787915	2.15	1497778.5174649765	0.14975866417358785	2
485	40.0	22.0	1.8836570878544787	0.0	1458773.6531154343	0.1458586129189845	2
486	40.0	17.0	1.9968623108157992	7.6000000000000005	1752769.9036087922	0.1752552976073026	2
487	40.0	18.0	1.9818472958007842	8.0	1656848.6874550027	0.16566424863272824	2
488	40.0	19.0	1.9676225447339277	6.15	1608856.0738631391	0.16086548763962455	2
489	40.0	20.0	1.9541272680807564	4.2	1563592.268073743	0.1563395841199256	2
490	40.0	21.0	1.9413067552602437	2.15	1520829.0925421354	0.15206372194062273	2
491	40.0	22.0	1.9291116333090241	0.0	1480363.2891207936	0.14801757676240385	2
492	40.0	18.0	1.9554274227827082	8.0	1642472.850423327	0.1642266647678325	2
493	40.0	19.0	1.941932146129537	6.15	1595341.991665805	0.15951407926785768	2
494	40.0	20.0	1.9291116333090241	4.2	1550856.7562943203	0.1550660327987088	2
495	40.0	21.0	1.9169165113578046	2.15	1508799.3474403254	0.1508607472951071	2
496	40.0	22.0	1.9053021094995004	0.0	1468975.3354452676	0.14687878126673676	2
497	40.0	19.0	1.91749723145072	6.15	1582697.3558904354	0.15824961554806855	2
498	40.0	20.0	1.9053021094995004	4.2	1538926.5191104356	0.15387300894610517	2
499	40.0	21.0	1.8936877076411962	2.15	1497518.0789669538	0.14973262032085563	2
500	40.0	22.0	1.8826135105204873	0.0	1458285.3763945366	0.1458097852414016	2
501	40.0	20.0	1.8826135105204873	4.2	1527727.514390622	0.152753108348135	2
502	40.0	21.0	1.8715393133997784	2.15	1486917.5406677723	0.1486725663716814	2
503	40.0	22.0	1.8609684888754656	0.0	1448231.1428152781	0.14480436177036562	2
504	40.0	18.0	1.932738823803695	8.0	1630324.9689572444	0.16301187648456056	2
505	40.0	19.0	1.9192435471505238	6.15	1583594.3880358168	0.1583393187726983	2
506	40.0	20.0	1.906423034330011	4.2	1539484.0615895244	0.15392876320028637	2
507	40.0	21.0	1.8942279123787915	2.15	1497778.5174649765	0.14975866417358785	2
508	40.0	22.0	1.8826135105204873	0.0	1458285.3763945366	0.1458097852414016	2
509	40.0	19.0	1.8953488372093024	6.15	1571407.9249829988	0.1571206723303188	2
510	40.0	20.0	1.8831537152580828	4.2	1527992.2625879678	0.15277958317084797	2
511	40.0	21.0	1.8715393133997784	2.15	1486917.5406677723	0.1486725663716814	2
512	40.0	22.0	1.8604651162790697	0.0	1447998.9729491887	0.14478114478114476	2
513	40.0	20.0	1.8609684888754656	4.2	1517194.50778378	0.15169980756895446	2
514	40.0	21.0	1.8498942917547567	2.15	1476701.9452143065	0.14765100671140938	2
515	40.0	22.0	1.839323467230444	0.0	1438314.6165282347	0.14381270903010032	2
516	40.0	15.0	2.063112326270221	6.8	2003162.761901663	0.2002920640715557	2
517	40.0	16.0	2.045287014327262	7.199999999999999	1880464.0965329823	0.18802352656566573	2
518	40.0	17.0	2.0284802916381866	7.6000000000000005	1771417.6615102163	0.17712007360834228	2
519	40.0	18.0	2.0126072757651707	8.0	1673906.4661465615	0.16737002669378417	2
520	40.0	19.0	1.9975922607501555	6.15	1624913.494632389	0.1624712298971955	2
521	40.0	20.0	1.983367509683299	4.2	1578746.274112259	0.1578549848942598	2
522	40.0	21.0	1.9698722330301277	2.15	1535164.3705042591	0.153497249898107	2
523	40.0	22.0	1.957051720209615	0.0	1493954.1329736628	0.14937666130058777	2
524	40.0	17.0	1.999111999111999	7.6000000000000005	1754083.747201647	0.17538668198144702	2
525	40.0	18.0	1.984096984096984	8.0	1658084.4462886078	0.16578782452999105	2
526	40.0	19.0	1.9698722330301277	6.15	1610050.4035809708	0.16098492062484393	2
527	40.0	20.0	1.9563769563769562	4.2	1564747.8490639585	0.15645514223194745	2
528	40.0	21.0	1.9435564435564434	2.15	1521948.3539671316	0.15217564809571404	2
529	40.0	22.0	1.931361321605224	0.0	1481448.4392720873	0.14812609178974115	2
530	40.0	18.0	1.957051720209615	8.0	1643349.476952847	0.16431432743064656	2
531	40.0	19.0	1.9435564435564434	6.15	1596189.703310325	0.15959885044184643	2
532	40.0	20.0	1.9307359307359306	4.2	1551677.3873122311	0.155148095909732	2
533	40.0	21.0	1.9185408087847111	2.15	1509594.5638650116	0.15094026894652188	2
